Filename,Meansize(mm)
Run354_Image09261_Crib2362.png,39.14
Run354_Image09261_Crib2363.png,40.06
Run354_Image09262_Crib2364.png,39.34
Run354_Image09262_Crib2365.png,40.29
Run354_Image09263_Crib2366.png,39.79
Run354_Image09263_Crib2367.png,39.15
Run354_Image09264_Crib2368.png,38.85
Run354_Image09264_Crib2369.png,39.12
Run354_Image09265_Crib2370.png,39.21
Run354_Image09265_Crib2371.png,39.70
Run354_Image09266_Crib2372.png,40.76
Run354_Image09266_Crib2373.png,39.64
Run354_Image09267_Crib2374.png,38.62
Run354_Image09267_Crib2375.png,39.12
Run354_Image09268_Crib2376.png,39.75
Run354_Image09268_Crib2377.png,40.63
Run354_Image09269_Crib2378.png,40.66
Run354_Image09269_Crib2379.png,39.97
Run354_Image09270_Crib2380.png,39.03
Run354_Image09270_Crib2381.png,39.26
Run354_Image09271_Crib2382.png,40.57
Run354_Image09272_Crib2383.png,40.28
Run354_Image09272_Crib2384.png,39.00
Run354_Image09273_Crib2385.png,39.45
Run354_Image09273_Crib2386.png,40.03
Run354_Image09274_Crib2387.png,39.50
Run354_Image09274_Crib2388.png,39.11
Run354_Image09275_Crib2389.png,38.88
Run354_Image09275_Crib2390.png,39.89
Run354_Image09276_Crib2391.png,40.10
Run354_Image09276_Crib2392.png,39.22
Run354_Image09277_Crib2393.png,39.27
Run354_Image09277_Crib2394.png,38.52
Run354_Image09278_Crib2395.png,39.99
Run354_Image09278_Crib2396.png,39.03
Run354_Image09279_Crib2397.png,40.96
Run354_Image09279_Crib2398.png,39.21
Run354_Image09280_Crib2399.png,39.13
Run354_Image09280_Crib2400.png,37.95
Run354_Image09281_Crib2401.png,38.40
Run354_Image09281_Crib2402.png,39.46
Run354_Image09282_Crib2403.png,39.52
Run354_Image09282_Crib2404.png,39.02
Run354_Image09283_Crib2405.png,37.35
Run354_Image09283_Crib2406.png,39.50
Run354_Image09284_Crib2407.png,38.64
Run354_Image09284_Crib2408.png,37.98
Run354_Image09285_Crib2409.png,39.10
Run354_Image09285_Crib2410.png,39.33
Run354_Image09286_Crib2411.png,38.61
Run354_Image09286_Crib2412.png,39.07
Run354_Image09287_Crib2413.png,38.98
Run354_Image09287_Crib2414.png,39.27
Run354_Image09288_Crib2415.png,39.45
Run354_Image09288_Crib2416.png,39.11
Run354_Image09289_Crib2417.png,39.19
Run354_Image09289_Crib2418.png,39.11
Run354_Image09290_Crib2419.png,39.80
Run354_Image09290_Crib2420.png,39.28
Run354_Image09291_Crib2421.png,38.75
Run354_Image09291_Crib2422.png,39.36
Run354_Image09292_Crib2423.png,38.52
Run354_Image09292_Crib2424.png,40.52
Run354_Image09293_Crib2425.png,38.87
Run354_Image09293_Crib2426.png,38.32
Run354_Image09294_Crib2427.png,40.54
Run354_Image09295_Crib2428.png,39.98
Run354_Image09295_Crib2429.png,40.07
Run354_Image09296_Crib2430.png,40.12
Run354_Image09296_Crib2431.png,37.14
Run354_Image09297_Crib2432.png,39.30
Run354_Image09298_Crib2434.png,40.34
Run354_Image09299_Crib2435.png,38.94
Run354_Image09299_Crib2436.png,38.69
Run354_Image09300_Crib2437.png,39.15
Run354_Image09300_Crib2438.png,39.89
Run354_Image09302_Crib2440.png,39.45
Run354_Image09302_Crib2441.png,39.31
Run354_Image09303_Crib2442.png,38.08
Run354_Image09303_Crib2443.png,38.89
Run354_Image09304_Crib2444.png,38.56
Run354_Image09304_Crib2445.png,38.47
Run354_Image09305_Crib2446.png,38.94
Run354_Image09305_Crib2447.png,40.49
Run354_Image09306_Crib2448.png,39.36
Run354_Image09306_Crib2449.png,38.29
Run354_Image09307_Crib2450.png,38.31
Run354_Image09307_Crib2451.png,38.41
Run354_Image09308_Crib2452.png,39.03
Run354_Image09308_Crib2453.png,38.03
Run354_Image09309_Crib2454.png,39.79
Run354_Image09310_Crib2456.png,39.03
Run354_Image09311_Crib2457.png,39.92
Run354_Image09311_Crib2458.png,38.48
Run354_Image09312_Crib2459.png,40.29
Run354_Image09312_Crib2460.png,38.76
Run354_Image09313_Crib2461.png,40.37
Run354_Image09313_Crib2462.png,40.26
Run354_Image09314_Crib2463.png,37.11
Run354_Image09314_Crib2464.png,39.67
Run354_Image09315_Crib2465.png,39.29
Run354_Image09315_Crib2466.png,39.51
Run354_Image09316_Crib2467.png,38.84
Run354_Image09316_Crib2468.png,38.15
Run354_Image09317_Crib2469.png,38.90
Run354_Image09317_Crib2470.png,38.66
Run354_Image09318_Crib2471.png,38.95
Run354_Image09318_Crib2472.png,39.07
Run354_Image09319_Crib2473.png,39.00
Run354_Image09319_Crib2474.png,39.87
Run354_Image09320_Crib2475.png,38.20
Run354_Image09320_Crib2476.png,38.99
Run354_Image09321_Crib2477.png,39.55
Run354_Image09321_Crib2478.png,39.20
Run354_Image09322_Crib2479.png,38.99
Run354_Image09323_Crib2480.png,39.26
Run354_Image09323_Crib2481.png,39.69
Run354_Image09324_Crib2482.png,38.31
Run354_Image09325_Crib2484.png,40.75
Run354_Image09326_Crib2486.png,37.86
Run354_Image09327_Crib2487.png,40.47
Run354_Image09327_Crib2488.png,40.67
Run354_Image09328_Crib2489.png,39.21
Run354_Image09328_Crib2490.png,40.57
Run354_Image09329_Crib2491.png,41.75
Run354_Image09329_Crib2492.png,40.43
Run354_Image09330_Crib2493.png,43.48
Run354_Image09330_Crib2494.png,42.58
Run354_Image09331_Crib2495.png,39.99
Run354_Image09332_Crib2497.png,41.09
Run354_Image09333_Crib2498.png,40.07
Run354_Image09333_Crib2499.png,41.41
Run354_Image09334_Crib2500.png,39.45
Run354_Image09334_Crib2501.png,39.69
Run354_Image09335_Crib2502.png,39.74
Run354_Image09335_Crib2503.png,39.42
Run354_Image09336_Crib2504.png,40.70
Run354_Image09336_Crib2505.png,41.66
Run354_Image09337_Crib2506.png,41.54
Run354_Image09337_Crib2507.png,41.65
Run354_Image09338_Crib2508.png,40.47
Run354_Image09338_Crib2509.png,40.31
Run354_Image09339_Crib2510.png,40.71
Run354_Image09339_Crib2511.png,41.57
Run354_Image09340_Crib2512.png,41.79
Run354_Image09340_Crib2513.png,41.16
Run354_Image09341_Crib2514.png,41.91
Run354_Image09341_Crib2515.png,40.57
Run354_Image09342_Crib2516.png,41.01
Run354_Image09342_Crib2517.png,40.44
Run354_Image09343_Crib2518.png,39.34
Run354_Image09343_Crib2519.png,41.31
Run354_Image09344_Crib2520.png,40.00
Run354_Image09344_Crib2521.png,39.96
Run354_Image09345_Crib2522.png,40.25
Run354_Image09345_Crib2523.png,40.51
Run354_Image09346_Crib2524.png,40.44
Run354_Image09346_Crib2525.png,40.99
Run354_Image09347_Crib2526.png,40.78
Run354_Image09348_Crib2527.png,42.53
Run354_Image09348_Crib2528.png,41.94
Run354_Image09349_Crib2529.png,42.60
Run354_Image09349_Crib2530.png,41.66
Run354_Image09350_Crib2531.png,39.82
Run354_Image09350_Crib2532.png,40.39
Run354_Image09351_Crib2533.png,41.20
Run354_Image09351_Crib2534.png,40.04
Run354_Image09352_Crib2535.png,40.05
Run354_Image09352_Crib2536.png,40.02
Run354_Image09353_Crib2537.png,40.29
Run354_Image09353_Crib2538.png,41.26
Run354_Image09354_Crib2539.png,39.89
Run354_Image09354_Crib2540.png,40.32
Run354_Image09355_Crib2541.png,40.25
Run354_Image09355_Crib2542.png,39.77
Run354_Image09356_Crib2543.png,39.61
Run354_Image09356_Crib2544.png,40.71
Run354_Image09357_Crib2545.png,39.26
Run354_Image09357_Crib2546.png,41.63
Run354_Image09358_Crib2547.png,41.17
Run354_Image09358_Crib2548.png,41.60
Run354_Image09359_Crib2549.png,39.55
Run354_Image09359_Crib2550.png,41.16
Run354_Image09360_Crib2551.png,39.04
Run354_Image09360_Crib2552.png,39.67
Run354_Image09361_Crib2553.png,39.25
Run354_Image09361_Crib2554.png,40.87
Run354_Image09362_Crib2555.png,40.51
Run354_Image09362_Crib2556.png,39.21
Run354_Image09363_Crib2557.png,40.18
Run354_Image09363_Crib2558.png,40.96
Run354_Image09364_Crib2559.png,38.89
Run354_Image09364_Crib2560.png,41.45
Run354_Image09365_Crib2561.png,39.35
Run354_Image09365_Crib2562.png,39.21
Run354_Image09366_Crib2563.png,39.45
Run354_Image09366_Crib2564.png,40.54
Run354_Image09367_Crib2565.png,40.05
Run354_Image09367_Crib2566.png,39.79
Run354_Image09368_Crib2567.png,41.47
Run354_Image09368_Crib2568.png,40.07
Run354_Image09369_Crib2569.png,41.43
Run354_Image09369_Crib2570.png,40.71
Run354_Image09370_Crib2571.png,38.69
Run354_Image09370_Crib2572.png,39.47
Run354_Image09371_Crib2573.png,39.72
Run354_Image09371_Crib2574.png,41.26
Run354_Image09372_Crib2575.png,40.50
Run354_Image09372_Crib2576.png,40.06
Run354_Image09373_Crib2577.png,40.05
Run354_Image09373_Crib2578.png,40.81
Run354_Image09374_Crib2579.png,40.36
Run354_Image09374_Crib2580.png,40.49
Run354_Image09375_Crib2581.png,39.97
Run354_Image09376_Crib2582.png,39.81
Run354_Image09376_Crib2583.png,37.81
Run354_Image09377_Crib2584.png,39.11
Run354_Image09377_Crib2585.png,40.37
Run354_Image09378_Crib2586.png,40.66
Run354_Image09378_Crib2587.png,38.79
Run354_Image09379_Crib2588.png,39.04
Run354_Image09379_Crib2589.png,37.94
Run354_Image09380_Crib2590.png,39.56
Run354_Image09380_Crib2591.png,39.99
Run354_Image09381_Crib2592.png,39.51
Run354_Image09381_Crib2593.png,40.13
Run354_Image09382_Crib2594.png,39.15
Run354_Image09382_Crib2595.png,39.53
Run354_Image09383_Crib2596.png,39.91
Run354_Image09383_Crib2597.png,39.39
Run354_Image09384_Crib2598.png,39.62
Run354_Image09384_Crib2599.png,39.10
Run354_Image09385_Crib2600.png,38.74
Run354_Image09385_Crib2601.png,40.13
Run354_Image09386_Crib2602.png,39.90
Run354_Image09386_Crib2603.png,39.92
Run354_Image09387_Crib2604.png,39.45
Run354_Image09387_Crib2605.png,38.81
Run354_Image09388_Crib2606.png,40.93
Run354_Image09388_Crib2607.png,39.70
Run354_Image09389_Crib2608.png,39.18
Run354_Image09389_Crib2609.png,39.77
Run354_Image09390_Crib2610.png,39.53
Run354_Image09390_Crib2611.png,40.99
Run354_Image09391_Crib2612.png,40.06
Run354_Image09391_Crib2613.png,39.39
Run354_Image09392_Crib2614.png,40.03
Run354_Image09392_Crib2615.png,38.94
Run354_Image09393_Crib2616.png,39.32
Run354_Image09393_Crib2617.png,41.27
Run354_Image09394_Crib2618.png,39.35
Run354_Image09394_Crib2619.png,39.25
Run354_Image09395_Crib2620.png,37.90
Run354_Image09396_Crib2622.png,39.79
Run354_Image09397_Crib2623.png,39.47
Run354_Image09397_Crib2624.png,40.48
Run354_Image09398_Crib2625.png,38.09
Run354_Image09398_Crib2626.png,39.51
Run354_Image09401_Crib2628.png,39.93
Run354_Image09401_Crib2629.png,40.11
Run354_Image09402_Crib2630.png,39.19
Run354_Image09402_Crib2631.png,39.08
Run354_Image09404_Crib2633.png,38.82
Run354_Image09404_Crib2634.png,39.60
Run354_Image09405_Crib2635.png,40.53
Run354_Image09405_Crib2636.png,40.35
Run354_Image09406_Crib2637.png,39.18
Run354_Image09406_Crib2638.png,39.58
Run354_Image09407_Crib2639.png,38.84
Run354_Image09407_Crib2640.png,38.10
Run354_Image09408_Crib2641.png,38.55
Run354_Image09408_Crib2642.png,40.22
Run354_Image09409_Crib2643.png,38.23
Run354_Image09409_Crib2644.png,38.92
Run354_Image09410_Crib2645.png,39.04
Run354_Image09410_Crib2646.png,39.93
Run354_Image09411_Crib2647.png,39.38
Run354_Image09411_Crib2648.png,40.02
Run354_Image09412_Crib2649.png,38.58
Run354_Image09412_Crib2650.png,39.59
Run354_Image09413_Crib2651.png,38.63
Run354_Image09413_Crib2652.png,39.28
Run354_Image09414_Crib2653.png,39.03
Run354_Image09414_Crib2654.png,38.87
Run354_Image09415_Crib2655.png,37.02
Run354_Image09415_Crib2656.png,38.72
Run354_Image09416_Crib2657.png,38.47
Run354_Image09416_Crib2658.png,38.50
Run354_Image09417_Crib2659.png,40.31
Run354_Image09417_Crib2660.png,40.86
Run354_Image09418_Crib2661.png,39.08
Run354_Image09418_Crib2662.png,39.35
Run354_Image09419_Crib2663.png,40.55
Run354_Image09419_Crib2664.png,38.89
Run354_Image09420_Crib2665.png,39.92
Run354_Image09420_Crib2666.png,38.38
Run354_Image09421_Crib2667.png,39.18
Run354_Image09421_Crib2668.png,39.13
Run354_Image09422_Crib2669.png,38.10
Run354_Image09422_Crib2670.png,41.03
Run354_Image09423_Crib2671.png,39.99
Run354_Image09423_Crib2672.png,38.29
Run354_Image09424_Crib2673.png,39.45
Run354_Image09425_Crib2674.png,40.15
Run354_Image09425_Crib2675.png,39.53
Run354_Image09426_Crib2676.png,39.13
Run354_Image09426_Crib2677.png,39.16
Run354_Image09427_Crib2678.png,40.63
Run354_Image09427_Crib2679.png,40.26
Run354_Image09428_Crib2680.png,38.73
Run354_Image09428_Crib2681.png,41.49
Run354_Image09431_Crib2685.png,39.67
Run354_Image09431_Crib2686.png,41.05
Run354_Image09432_Crib2687.png,40.34
Run354_Image09434_Crib2690.png,38.40
Run354_Image09435_Crib2691.png,40.38
Run354_Image09435_Crib2692.png,40.43
Run354_Image09436_Crib2693.png,39.36
Run354_Image09436_Crib2694.png,38.85
Run354_Image09437_Crib2695.png,39.11
Run354_Image09437_Crib2696.png,40.76
Run354_Image09438_Crib2697.png,39.87
Run354_Image09438_Crib2698.png,39.38
Run354_Image09439_Crib2699.png,39.11
Run354_Image09439_Crib2700.png,39.00
Run354_Image09440_Crib2701.png,39.14
Run354_Image09440_Crib2702.png,39.10
Run354_Image09442_Crib2704.png,38.81
Run354_Image09442_Crib2705.png,37.67
Run354_Image09443_Crib2706.png,38.39
Run354_Image09443_Crib2707.png,38.31
Run354_Image09444_Crib2708.png,39.38
Run354_Image09444_Crib2709.png,38.20
Run354_Image09445_Crib2710.png,37.89
Run354_Image09445_Crib2711.png,37.32
Run354_Image09446_Crib2712.png,38.30
Run354_Image09446_Crib2713.png,38.02
Run354_Image09447_Crib2714.png,38.65
Run354_Image09447_Crib2715.png,40.11
Run354_Image09448_Crib2716.png,38.65
Run354_Image09448_Crib2717.png,39.11
Run354_Image09449_Crib2718.png,37.30
Run354_Image09449_Crib2719.png,38.99
Run354_Image09450_Crib2720.png,39.12
Run354_Image09450_Crib2721.png,40.11
Run354_Image09451_Crib2722.png,40.29
Run354_Image09451_Crib2723.png,40.37
Run354_Image09452_Crib2724.png,37.85
Run354_Image09453_Crib2725.png,38.76
Run354_Image09453_Crib2726.png,39.36
Run354_Image09454_Crib2727.png,39.05
Run354_Image09454_Crib2728.png,38.78
Run354_Image09455_Crib2729.png,38.17
Run354_Image09455_Crib2730.png,38.43
Run354_Image09456_Crib2731.png,36.93
Run354_Image09456_Crib2732.png,39.03
Run354_Image09457_Crib2733.png,37.81
Run354_Image09457_Crib2734.png,37.31
Run354_Image09458_Crib2735.png,36.99
Run354_Image09458_Crib2736.png,36.60
Run354_Image09459_Crib2737.png,38.85
Run354_Image09459_Crib2738.png,38.91
Run354_Image09460_Crib2739.png,38.15
Run354_Image09460_Crib2740.png,37.84
Run354_Image09461_Crib2741.png,37.91
Run354_Image09461_Crib2742.png,37.10
Run354_Image09462_Crib2743.png,39.77
Run354_Image09462_Crib2744.png,39.68
Run354_Image09463_Crib2745.png,38.35
Run354_Image09463_Crib2746.png,38.50
Run354_Image09464_Crib2747.png,37.71
Run354_Image09464_Crib2748.png,37.76
Run354_Image09465_Crib2749.png,38.90
Run354_Image09465_Crib2750.png,39.67
Run354_Image09466_Crib2751.png,39.00
Run354_Image09466_Crib2752.png,39.72
Run354_Image09467_Crib2753.png,38.41
Run354_Image09467_Crib2754.png,39.62
Run354_Image09468_Crib2755.png,42.36
Run354_Image09468_Crib2756.png,39.75
Run354_Image09469_Crib2757.png,40.06
Run354_Image09469_Crib2758.png,40.24
Run354_Image09470_Crib2759.png,39.80
Run354_Image09470_Crib2760.png,38.92
Run354_Image09471_Crib2761.png,39.66
Run354_Image09471_Crib2762.png,39.04
Run354_Image09472_Crib2763.png,38.80
Run354_Image09472_Crib2764.png,40.90
Run354_Image09473_Crib2765.png,38.75
Run354_Image09473_Crib2766.png,39.30
Run354_Image09474_Crib2767.png,38.14
Run354_Image09474_Crib2768.png,39.59
Run354_Image09475_Crib2769.png,39.44
Run354_Image09475_Crib2770.png,39.47
Run354_Image09476_Crib2771.png,39.79
Run354_Image09476_Crib2772.png,40.36
Run354_Image09477_Crib2773.png,40.39
Run354_Image09478_Crib2774.png,39.21
Run354_Image09478_Crib2775.png,40.41
Run354_Image09479_Crib2776.png,39.70
Run354_Image09479_Crib2777.png,40.44
Run354_Image09480_Crib2778.png,37.33
Run354_Image09480_Crib2779.png,39.67
Run354_Image09481_Crib2780.png,40.64
Run354_Image09481_Crib2781.png,38.76
Run354_Image09482_Crib2782.png,40.62
Run354_Image09482_Crib2783.png,38.47
Run354_Image09483_Crib2784.png,39.34
Run354_Image09483_Crib2785.png,39.92
Run354_Image09484_Crib2786.png,40.55
Run354_Image09484_Crib2787.png,40.10
Run354_Image09485_Crib2788.png,37.97
Run354_Image09485_Crib2789.png,40.09
Run354_Image09486_Crib2790.png,38.26
Run354_Image09486_Crib2791.png,39.28
Run354_Image09487_Crib2792.png,39.69
Run354_Image09487_Crib2793.png,39.08
Run354_Image09488_Crib2794.png,40.00
Run354_Image09488_Crib2795.png,39.66
Run354_Image09489_Crib2796.png,39.73
Run354_Image09489_Crib2797.png,39.66
Run354_Image09490_Crib2798.png,39.57
Run354_Image09490_Crib2799.png,40.59
Run354_Image09491_Crib2800.png,39.68
Run354_Image09491_Crib2801.png,40.29
Run354_Image09492_Crib2802.png,39.50
Run354_Image09492_Crib2803.png,40.50
Run354_Image09493_Crib2804.png,38.99
Run354_Image09493_Crib2805.png,39.46
Run354_Image09494_Crib2806.png,38.77
Run354_Image09494_Crib2807.png,40.38
Run354_Image09495_Crib2808.png,40.92
Run354_Image09495_Crib2809.png,40.69
Run354_Image09496_Crib2810.png,40.27
Run354_Image09496_Crib2811.png,39.24
Run354_Image09497_Crib2812.png,40.28
Run354_Image09497_Crib2813.png,39.32
Run354_Image09498_Crib2814.png,41.09
Run354_Image09498_Crib2815.png,41.01
Run354_Image09499_Crib2816.png,41.34
Run354_Image09499_Crib2817.png,40.59
Run354_Image09500_Crib2818.png,38.91
Run354_Image09500_Crib2819.png,40.43
Run354_Image09501_Crib2820.png,40.38
Run354_Image09501_Crib2821.png,39.29
Run354_Image09502_Crib2822.png,38.46
Run354_Image09502_Crib2823.png,39.05
Run354_Image09503_Crib2824.png,38.56
Run354_Image09503_Crib2825.png,38.97
Run354_Image09504_Crib2826.png,38.80
Run354_Image09505_Crib2827.png,39.94
Run354_Image09505_Crib2828.png,38.50
Run354_Image09506_Crib2829.png,38.77
Run354_Image09506_Crib2830.png,37.82
Run354_Image09507_Crib2831.png,39.31
Run354_Image09507_Crib2832.png,38.58
Run354_Image09508_Crib2833.png,38.71
Run354_Image09508_Crib2834.png,39.94
Run354_Image09509_Crib2835.png,39.43
Run354_Image09509_Crib2836.png,40.47
Run354_Image09510_Crib2837.png,40.51
Run354_Image09510_Crib2838.png,40.86
Run354_Image09511_Crib2839.png,41.67
Run354_Image09511_Crib2840.png,40.98
Run354_Image09514_Crib2844.png,43.68
Run354_Image09514_Crib2845.png,42.06
Run354_Image09515_Crib2846.png,39.69
Run354_Image09515_Crib2847.png,38.26
Run354_Image09516_Crib2848.png,39.49
Run354_Image09516_Crib2849.png,40.64
Run354_Image09517_Crib2850.png,36.89
Run354_Image09517_Crib2851.png,38.49
Run354_Image09518_Crib2852.png,39.13
Run354_Image09518_Crib2853.png,38.80
Run354_Image09519_Crib2854.png,38.07
Run354_Image09519_Crib2855.png,37.66
Run354_Image09520_Crib2856.png,38.23
Run354_Image09520_Crib2857.png,39.41
Run354_Image09521_Crib2858.png,39.89
Run354_Image09521_Crib2859.png,39.05
Run354_Image09522_Crib2860.png,39.37
Run354_Image09522_Crib2861.png,37.98
Run354_Image09523_Crib2862.png,38.14
Run354_Image09523_Crib2863.png,39.22
Run354_Image09524_Crib2864.png,39.11
Run354_Image09524_Crib2865.png,40.26
Run354_Image09525_Crib2866.png,38.88
Run354_Image09525_Crib2867.png,38.12
Run354_Image09526_Crib2868.png,37.46
Run354_Image09526_Crib2869.png,38.19
Run354_Image09527_Crib2870.png,38.71
Run354_Image09527_Crib2871.png,36.73
Run354_Image09528_Crib2872.png,36.92
Run354_Image09529_Crib2873.png,37.57
Run354_Image09529_Crib2874.png,38.54
Run354_Image09530_Crib2875.png,38.39
Run354_Image09530_Crib2876.png,37.81
Run354_Image09531_Crib2877.png,38.79
Run354_Image09531_Crib2878.png,38.73
Run354_Image09532_Crib2879.png,38.59
Run354_Image09532_Crib2880.png,37.73
Run354_Image09533_Crib2881.png,38.39
Run354_Image09533_Crib2882.png,37.79
Run354_Image09534_Crib2883.png,36.63
Run354_Image09534_Crib2884.png,38.57
Run354_Image09535_Crib2885.png,36.07
Run354_Image09535_Crib2886.png,37.20
Run354_Image09536_Crib2887.png,38.28
Run354_Image09536_Crib2888.png,37.16
Run354_Image09537_Crib2889.png,38.05
Run354_Image09537_Crib2890.png,36.90
Run354_Image09538_Crib2891.png,37.53
Run354_Image09538_Crib2892.png,37.96
Run354_Image09539_Crib2893.png,39.18
Run354_Image09539_Crib2894.png,40.16
Run354_Image09540_Crib2895.png,37.37
Run354_Image09540_Crib2896.png,39.77
Run354_Image09541_Crib2897.png,38.68
Run354_Image09541_Crib2898.png,37.60
Run354_Image09542_Crib2899.png,36.96
Run354_Image09542_Crib2900.png,37.51
Run354_Image09543_Crib2901.png,39.01
Run354_Image09543_Crib2902.png,37.93
Run354_Image09544_Crib2903.png,36.97
Run354_Image09544_Crib2904.png,36.40
Run354_Image09545_Crib2905.png,36.74
Run354_Image09545_Crib2906.png,38.53
Run354_Image09546_Crib2907.png,37.09
Run354_Image09546_Crib2908.png,39.13
Run354_Image09547_Crib2909.png,36.99
Run354_Image09547_Crib2910.png,37.70
Run354_Image09548_Crib2911.png,36.36
Run354_Image09548_Crib2912.png,38.27
Run354_Image09549_Crib2913.png,37.23
Run354_Image09549_Crib2914.png,37.40
Run354_Image09550_Crib2915.png,38.61
Run354_Image09550_Crib2916.png,38.11
Run354_Image09551_Crib2917.png,37.28
Run354_Image09551_Crib2918.png,37.70
Run354_Image09552_Crib2919.png,37.70
Run354_Image09552_Crib2920.png,35.89
Run354_Image09553_Crib2921.png,36.25
Run354_Image09553_Crib2922.png,37.10
Run354_Image09554_Crib2923.png,35.95
Run354_Image09554_Crib2924.png,36.80
Run354_Image09555_Crib2925.png,36.12
Run354_Image09555_Crib2926.png,38.95
Run354_Image09556_Crib2927.png,36.52
Run354_Image09556_Crib2928.png,37.68
Run354_Image09557_Crib2929.png,37.58
Run354_Image09557_Crib2930.png,37.42
Run354_Image09558_Crib2931.png,36.36
Run354_Image09558_Crib2932.png,37.64
Run354_Image09559_Crib2933.png,37.57
Run354_Image09560_Crib2934.png,37.01
Run354_Image09560_Crib2935.png,37.56
Run354_Image09561_Crib2936.png,37.04
Run354_Image09561_Crib2937.png,38.12
Run354_Image09562_Crib2938.png,37.81
Run354_Image09562_Crib2939.png,37.56
Run354_Image09563_Crib2940.png,37.95
Run354_Image09563_Crib2941.png,38.41
Run354_Image09564_Crib2942.png,37.09
Run354_Image09564_Crib2943.png,37.76
Run354_Image09565_Crib2944.png,39.70
Run354_Image09565_Crib2945.png,37.51
Run354_Image09566_Crib2946.png,38.25
Run354_Image09566_Crib2947.png,39.39
Run354_Image09567_Crib2948.png,38.16
Run354_Image09567_Crib2949.png,38.61
Run354_Image09568_Crib2950.png,38.51
Run354_Image09568_Crib2951.png,35.83
Run354_Image09569_Crib2952.png,39.28
Run354_Image09569_Crib2953.png,39.05
Run354_Image09570_Crib2954.png,37.95
Run354_Image09570_Crib2955.png,38.43
Run354_Image09571_Crib2956.png,36.58
Run354_Image09571_Crib2957.png,37.68
Run354_Image09572_Crib2958.png,38.18
Run354_Image09572_Crib2959.png,37.27
Run354_Image09573_Crib2960.png,37.05
Run354_Image09573_Crib2961.png,37.88
Run354_Image09574_Crib2962.png,37.07
Run354_Image09574_Crib2963.png,37.09
Run354_Image09575_Crib2964.png,37.12
Run354_Image09575_Crib2965.png,37.87
Run354_Image09576_Crib2966.png,38.66
Run354_Image09576_Crib2967.png,38.07
Run354_Image09577_Crib2968.png,38.58
Run354_Image09577_Crib2969.png,37.98
Run354_Image09578_Crib2970.png,38.14
Run354_Image09578_Crib2971.png,36.74
Run354_Image09579_Crib2972.png,38.03
Run354_Image09579_Crib2973.png,38.14
Run354_Image09580_Crib2974.png,38.51
Run354_Image09580_Crib2975.png,37.29
Run354_Image09581_Crib2976.png,35.86
Run354_Image09581_Crib2977.png,36.64
Run354_Image09582_Crib2978.png,37.39
Run354_Image09582_Crib2979.png,37.05
Run354_Image09583_Crib2980.png,37.80
Run354_Image09583_Crib2981.png,36.58
Run354_Image09584_Crib2982.png,37.47
Run354_Image09584_Crib2983.png,36.83
Run354_Image09585_Crib2984.png,37.23
Run354_Image09586_Crib2985.png,37.09
Run354_Image09586_Crib2986.png,37.35
Run354_Image09587_Crib2987.png,38.54
Run354_Image09587_Crib2988.png,38.58
Run354_Image09588_Crib2989.png,37.99
Run354_Image09588_Crib2990.png,37.02
Run354_Image09589_Crib2991.png,35.70
Run354_Image09589_Crib2992.png,36.72
Run354_Image09590_Crib2993.png,37.11
Run354_Image09590_Crib2994.png,39.02
Run354_Image09591_Crib2995.png,40.51
Run354_Image09591_Crib2996.png,39.22
Run354_Image09592_Crib2997.png,37.44
Run354_Image09592_Crib2998.png,36.71
Run354_Image09593_Crib2999.png,37.23
Run354_Image09593_Crib3000.png,37.55
Run354_Image09594_Crib3001.png,38.01
Run354_Image09594_Crib3002.png,37.52
Run354_Image09595_Crib3003.png,38.56
Run354_Image09595_Crib3004.png,36.02
Run354_Image09596_Crib3005.png,38.66
Run354_Image09596_Crib3006.png,37.61
Run354_Image09597_Crib3007.png,36.11
Run354_Image09597_Crib3008.png,36.27
Run354_Image09598_Crib3009.png,36.98
Run354_Image09598_Crib3010.png,38.97
Run354_Image09599_Crib3011.png,37.53
Run354_Image09599_Crib3012.png,36.18
Run354_Image09600_Crib3013.png,35.38
Run354_Image09600_Crib3014.png,37.65
Run354_Image09601_Crib3015.png,37.91
Run354_Image09601_Crib3016.png,38.03
Run354_Image09602_Crib3017.png,38.47
Run354_Image09602_Crib3018.png,37.89
Run354_Image09603_Crib3019.png,37.35
Run354_Image09603_Crib3020.png,36.74
Run354_Image09604_Crib3021.png,38.33
Run354_Image09604_Crib3022.png,36.79
Run354_Image09605_Crib3023.png,37.40
Run354_Image09605_Crib3024.png,37.38
Run354_Image09606_Crib3025.png,36.11
Run354_Image09606_Crib3026.png,37.17
Run354_Image09607_Crib3027.png,37.63
Run354_Image09607_Crib3028.png,36.42
Run354_Image09608_Crib3029.png,37.69
Run354_Image09608_Crib3030.png,37.99
Run354_Image09609_Crib3031.png,38.25
Run354_Image09609_Crib3032.png,38.09
Run354_Image09610_Crib3033.png,34.67
Run354_Image09611_Crib3034.png,36.37
Run354_Image09611_Crib3035.png,36.07
Run354_Image09612_Crib3036.png,36.88
Run354_Image09612_Crib3037.png,35.41
Run354_Image09613_Crib3038.png,34.50
Run354_Image09613_Crib3039.png,35.39
Run354_Image09614_Crib3040.png,35.32
Run354_Image09614_Crib3041.png,36.17
Run354_Image09615_Crib3042.png,35.12
Run354_Image09615_Crib3043.png,36.01
Run354_Image09616_Crib3044.png,38.03
Run354_Image09616_Crib3045.png,37.20
